# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.module.iml.entities.serializer.load.entities.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1785878204883000000,1785878210023000000,0
jps.reload.project.entities.ms,1785878204883000000,1785878210023000000,0
workspaceModel.do.save.caches.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1785878204883000000,1785878210023000000,0
jps.facet.change.listener.process.change.events.ms,1785878204883000000,1785878210023000000,0
jps.load.project.to.empty.storage.ms,1785878204883000000,1785878210023000000,0
workspaceModel.save.cache.to.file.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1785878204883000000,1785878210023000000,0
jps.library.entities.serializer.save.entities.ms,1785878204883000000,1785878210023000000,0
workspaceModel.global.apply.state.to.project.ms,1785878204883000000,1785878210023000000,0
jps.save.global.entities.ms,1785878204883000000,1785878210023000000,12
jps.artifact.entities.serializer.load.entities.ms,1785878204883000000,1785878210023000000,0
jps.global.handle.before.change.events.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1785878204883000000,1785878210023000000,0
jps.storage.jps.conf.reader.load.component.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1785878204883000000,1785878210023000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1785878204883000000,1785878210023000000,0
jps.modifiable.module.model.bridge.load.module.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.entities.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1785878204883000000,1785878210023000000,0
workspaceModel.orphan.listener.update.ms,1785878204883000000,1785878210023000000,0
workspaceModel.global.updates.ms,1785878204883000000,1785878210023000000,0
jps.modifiable.module.model.bridge.disposing.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1785878204883000000,1785878210023000000,0
jps.global.initialize.library.bridges.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1785878204883000000,1785878210023000000,0
jps.save.changed.project.entities.ms,1785878204883000000,1785878210023000000,1
jps.global.get.library.by.name.ms,1785878204883000000,1785878210023000000,0
jps.project.serializers.save.ms,1785878204883000000,1785878210023000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1785878204883000000,1785878210023000000,0
jps.global.initialize.library.bridges.after.loading.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1785878204883000000,1785878210023000000,0
jps.facet.change.listener.init.bridge.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1785878204883000000,1785878210023000000,0
jps.global.get.libraries.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1785878204883000000,1785878210023000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleBridge.update.option.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1785878204883000000,1785878210023000000,0
jps.project.serializers.load.ms,1785878204883000000,1785878210023000000,0
workspaceModel.load.cache.from.file.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1785878204883000000,1785878210023000000,0
jps.library.entities.serializer.load.entities.ms,1785878204883000000,1785878210023000000,0
workspaceModel.moduleBridge.before.changed.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1785878204883000000,1785878210023000000,0
jps.global.handle.changed.events.ms,1785878204883000000,1785878210023000000,0
jps.modifiable.module.model.bridge.new.module.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.instances.count,1785878204883000000,1785878210023000000,0
workspaceModel.load.cache.metadata.from.file.ms,1785878204883000000,1785878210023000000,0
jps.module.iml.entities.serializer.save.entities.ms,1785878204883000000,1785878210023000000,0
jps.global.get.library.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1785878204883000000,1785878210023000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1785878204883000000,1785878210023000000,0
jps.facet.change.listener.before.change.events.ms,1785878204883000000,1785878210023000000,0
jps.app.storage.content.reader.load.component.ms,1785878204883000000,1785878210023000000,0
JVM.threadCount,1785878204883000000,1785878210023000000,142
JVM.totalTimeToSafepointsMs,1785878204883000000,1785878210023000000,0
JVM.newThreadsCount,1785878204883000000,1785878210023000000,11
MEM.ramBytes,1785878204883000000,1785878210023000000,3549392896
JVM.GC.collections,1785878204883000000,1785878210023000000,4
JVM.maxHeapBytes,1785878204883000000,1785878210023000000,2147483648
JVM.committedHeapBytes,1785878204883000000,1785878210023000000,883949568
MEM.ramPlusSwapMinusFileMappingsBytes,1785878204883000000,1785878210023000000,2588073984
MEM.ramMinusFileMappingsBytes,1785878204883000000,1785878210023000000,2588073984
OS.loadAverage,1785878204883000000,1785878210023000000,2.9423828125
JVM.totalSafepointCount,1785878204883000000,1785878210023000000,5
JVM.totalDirectByteBuffersBytes,1785878204883000000,1785878210023000000,42127361
JVM.totalTimeAtSafepointsMs,1785878204883000000,1785878210023000000,17
JVM.totalCpuTimeMs,1785878204883000000,1785878210023000000,2040
JVM.GC.collectionTimesMs,1785878204883000000,1785878210023000000,18
JVM.usedHeapBytes,1785878204883000000,1785878210023000000,499726272
JVM.totalBytesAllocated,1785878204883000000,1785878210023000000,56413992
JVM.usedNativeBytes,1785878204883000000,1785878210023000000,562810376
JVM.maxThreadCount,1785878204883000000,1785878210023000000,160
MEM.fileMappingsRamBytes,1785878204883000000,1785878210023000000,959340544
VFS.ContentWriter.totalFlushes,1785878204883000000,1785878210023000000,0
VFS.ContentWriter.totalTimeSpentOnAsyncOperationsUs,1785878204883000000,1785878210023000000,0
VFS.ContentWriter.totalTasksExecutedAsync,1785878204883000000,1785878210023000000,0
VFS.ContentWriter.totalTimeSpentOnSyncOperationsUs,1785878204883000000,1785878210023000000,0
VFS.ContentWriter.totalTasksExecutedSync,1785878204883000000,1785878210023000000,0
Indexes.stubs.lookups,1785878204883000000,1785878210023000000,0
Indexes.allKeys.lookupDurationAvgMs,1785878204883000000,1785878210023000000,0.0
Indexing.writesQueuedMin,1785878204883000000,1785878210023000000,9223372036854775807
Indexing.writer_2.totalTimeSpentWritingMs,1785878204883000000,1785878210023000000,0
Indexing.cache.totalCacheMisses,1785878204883000000,1785878210023000000,0
Indexes.allKeys.lookupDuration90PMs,1785878204883000000,1785878210023000000,0.0
Indexes.allKeys.lookups,1785878204883000000,1785878210023000000,0
Indexes.stubs.lookupDuration90PMs,1785878204883000000,1785878210023000000,0.0
Indexes.stubs.lookupDurationAvgMs,1785878204883000000,1785878210023000000,0.0
Indexes.entries.lookupDuration90PMs,1785878204883000000,1785878210023000000,0.0
Indexing.cache.totalCacheAccesses,1785878204883000000,1785878210023000000,0
Indexing.writesQueuedMax,1785878204883000000,1785878210023000000,0
Indexes.entries.lookups,1785878204883000000,1785878210023000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1785878204883000000,1785878210023000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1785878204883000000,1785878210023000000,0
Indexes.entries.lookupDurationAvgMs,1785878204883000000,1785878210023000000,0.0
Indexes.stubs.lookupDurationMaxMs,1785878204883000000,1785878210023000000,0.0
Indexing.totalTimeIndexersSleptMs,1785878204883000000,1785878210023000000,0
Indexes.allKeys.lookupDurationMaxMs,1785878204883000000,1785878210023000000,0.0
Indexing.cache.totalCacheEvicted,1785878204883000000,1785878210023000000,32
Indexing.writer_0.totalTimeSpentWritingMs,1785878204883000000,1785878210023000000,0
Indexes.entries.lookupDurationMaxMs,1785878204883000000,1785878210023000000,0.0
compiler.ArtifactManagerBridge.getArtifacts.ms,1785878204883000000,1785878210023000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1785878204883000000,1785878210023000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1785878204883000000,1785878210023000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1785878204883000000,1785878210023000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1785878204883000000,1785878210023000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1785878204883000000,1785878210023000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1785878204883000000,1785878210023000000,0
compiler.ArtifactManagerBridge.commit.ms,1785878204883000000,1785878210023000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1785878204883000000,1785878210023000000,0
FilePageCache.WAL.entriesFlushedOnTruncate,1785878204883000000,1785878210023000000,0
FilePageCache.totalPageDisposalsUs,1785878204883000000,1785878210023000000,1
FilePageCache.WAL.flushesForcedByOverflow,1785878204883000000,1785878210023000000,0
FilePageCache.WAL.bytesQueued,1785878204883000000,1785878210023000000,0
FilePageCache.WAL.bytesCopiedByApplyUnfinished,1785878204883000000,1785878210023000000,0
FilePageCache.uncachedFileAccess,1785878204883000000,1785878210023000000,21
FilePageCache.WAL.entriesFlushedOnClose,1785878204883000000,1785878210023000000,0
FilePageCache.WAL.entriesFlushed,1785878204883000000,1785878210023000000,0
FilePageCache.maxCacheSizeInBytes,1785878204883000000,1785878210023000000,629153792
FilePageCache.disposedBuffers,1785878204883000000,1785878210023000000,602
DirectByteBufferAllocator.hits,1785878204883000000,1785878210023000000,1
DirectByteBufferAllocator.disposed,1785878204883000000,1785878210023000000,560
DirectByteBufferAllocator.reclaimed,1785878204883000000,1785878210023000000,42
StorageLockContext.competingThreads.avg,1785878204883000000,1785878210023000000,0.0
FilePageCache.WAL.entriesFlushedOnForce,1785878204883000000,1785878210023000000,0
FilePageCache.capacityInBytes,1785878204883000000,1785878210023000000,629145600
FilePageCache.pageHits,1785878204883000000,1785878210023000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1785878204883000000,1785878210023000000,41959424
DirectByteBufferAllocator.misses,1785878204883000000,1785878210023000000,0
StorageLockContext.competingThreads.90P,1785878204883000000,1785878210023000000,0
FilePageCache.pageLoads,1785878204883000000,1785878210023000000,1
FilePageCache.maxRegisteredFiles,1785878204883000000,1785878210023000000,1796
FilePageCache.totalBytesStored,1785878204883000000,1785878210023000000,79124
FilePageCache.totalPageStoresUs,1785878204883000000,1785878210023000000,446
FileChannelInterruptsRetryer.totalRetriedAttempts,1785878204883000000,1785878210023000000,0
FilePageCache.WAL.entriesFlushedOnRead,1785878204883000000,1785878210023000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1785878204883000000,1785878210023000000,41959424
FilePageCache.pageLoadsAboveSizeThreshold,1785878204883000000,1785878210023000000,0
StorageLockContext.competingThreads.max,1785878204883000000,1785878210023000000,0
FilePageCache.totalPageLoadsUs,1785878204883000000,1785878210023000000,73
FilePageCache.pageFastCacheHits,1785878204883000000,1785878210023000000,129
