# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.contentStorage.recordsReadDecompressed,1785876357514000000,1785876417526000000,0
VFS.invertedFileNameIndex.requests,1785876357514000000,1785876417526000000,0
VFS.folderCaseSensitivityReads,1785876357514000000,1785876417526000000,46
VFS.contentStorage.recordsStoredSize,1785876357514000000,1785876417526000000,4522
VFS.ContentWriter.totalTimeSpentOnAsyncOperationsUs,1785876357514000000,1785876417526000000,0
VFS.contentStorage.recordsRead,1785876357514000000,1785876417526000000,0
VFS.rootsCount,1785876357514000000,1785876417526000000,62.0
VFS.contentStorage.recordsReadSize,1785876357514000000,1785876417526000000,0
VFS.fileChildByName,1785876357514000000,1785876417526000000,9004
VFS.fileByIdCache.misses,1785876357514000000,1785876417526000000,22
VFS.fileByIdCache.hits,1785876357514000000,1785876417526000000,0
workspaceModel.on.before.changed.ms,1785876357514000000,1785876417526000000,51
workspaceModel.cachedValueWithParameters.calculated.count,1785876357514000000,1785876417526000000,0
workspaceModel.workspaceFileIndexData.instances.count,1785876357514000000,1785876417526000000,1
workspaceModel.update.unloaded.entities.ms,1785876357514000000,1785876417526000000,0
workspaceModel.cachedValue.from.cache.count,1785876357514000000,1785876417526000000,22
workspaceModel.full.replace.project.model.ms,1785876357514000000,1785876417526000000,25
workspaceModel.workspaceFileIndexData.init.ms,1785876357514000000,1785876417526000000,0
workspaceModel.updates.count,1785876357514000000,1785876417526000000,1
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1785876357514000000,1785876417526000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1785876357514000000,1785876417526000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1785876357514000000,1785876417526000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1785876357514000000,1785876417526000000,4
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1785876357514000000,1785876417526000000,2
workspaceModel.workspaceFileIndexData.getPackageName.ms,1785876357514000000,1785876417526000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1785876357514000000,1785876417526000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1785876357514000000,1785876417526000000,0
workspaceModel.to.snapshot.ms,1785876357514000000,1785876417526000000,0
workspaceModel.cachedValue.total.get.count,1785876357514000000,1785876417526000000,28
workspaceModel.on.changed.ms,1785876357514000000,1785876417526000000,37
workspaceModel.non.incremental.contributors.exclude.roots.computation.time.ms,1785876357514000000,1785876417526000000,0
workspaceModel.updates.ms,1785876357514000000,1785876417526000000,20
workspaceModel.cachedValue.clear.count,1785876357514000000,1785876417526000000,0
workspaceModel.cachedValueWithParameters.clear.count,1785876357514000000,1785876417526000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1785876357514000000,1785876417526000000,3
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1785876357514000000,1785876417526000000,54
workspaceModel.collect.changes.ms,1785876357514000000,1785876417526000000,0
workspaceModel.non.incremental.contributors.total.update.time.ms,1785876357514000000,1785876417526000000,51
workspaceModel.replace.project.model.ms,1785876357514000000,1785876417526000000,53
workspaceModel.updates.precise.ms,1785876357514000000,1785876417526000000,2
workspaceModel.non.incremental.contributors.file.sets.computation.time.ms,1785876357514000000,1785876417526000000,50
workspaceModel.init.bridges.ms,1785876357514000000,1785876417526000000,1
workspaceModel.initializing.ms,1785876357514000000,1785876417526000000,0
workspaceModel.check.recursive.update.ms,1785876357514000000,1785876417526000000,0
workspaceModel.cachedValue.calculated.count,1785876357514000000,1785876417526000000,6
workspaceModel.loading.from.cache.ms,1785876357514000000,1785876417526000000,16
workspaceModel.entityStorageSnapshotImpl.instances.count,1785876357514000000,1785876417526000000,16
workspaceModel.workspaceFileIndexData.markDirty.ms,1785876357514000000,1785876417526000000,0
workspaceModel.pre.handlers.ms,1785876357514000000,1785876417526000000,0
workspaceModel.loading.total.ms,1785876357514000000,1785876417526000000,18
compiler.ArtifactManagerBridge.addArtifact.ms,1785876357514000000,1785876417526000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1785876357514000000,1785876417526000000,0
compiler.ArtifactManagerBridge.commit.ms,1785876357514000000,1785876417526000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1785876357514000000,1785876417526000000,2
compiler.ArtifactManagerBridge.initBridges.ms,1785876357514000000,1785876417526000000,1
compiler.ArtifactManagerBridge.findArtifact.ms,1785876357514000000,1785876417526000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1785876357514000000,1785876417526000000,0
cacheStateStorage.get.duration,1785876357514000000,1785876417526000000,0
cacheStateStorage.set.counter,1785876357514000000,1785876417526000000,6
cacheStateStorage.get.counter,1785876357514000000,1785876417526000000,24
cacheStateStorage.set.duration,1785876357514000000,1785876417526000000,43
jps.artifact.entities.serializer.load.entities.ms,1785876357514000000,1785876417526000000,0
jps.global.initialize.library.bridges.after.loading.ms,1785876357514000000,1785876417526000000,1
jps.storage.jps.conf.reader.load.component.ms,1785876357514000000,1785876417526000000,1
jps.project.serializers.load.ms,1785876357514000000,1785876417526000000,4
workspaceModel.moduleManagerBridge.get.modules.ms,1785876357514000000,1785876417526000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1785876357514000000,1785876417526000000,2
workspaceModel.sync.entities.ms,1785876357514000000,1785876417526000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1785876357514000000,1785876417526000000,3
jps.facet.change.listener.before.change.events.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1785876357514000000,1785876417526000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1785876357514000000,1785876417526000000,23
workspaceModel.mutableEntityStorage.add.entity.ms,1785876357514000000,1785876417526000000,9
workspaceModel.save.cache.to.file.ms,1785876357514000000,1785876417526000000,31
jps.global.get.libraries.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1785876357514000000,1785876417526000000,3
workspaceModel.mutableEntityStorage.modify.entity.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1785876357514000000,1785876417526000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1785876357514000000,1785876417526000000,0
jps.save.global.entities.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1785876357514000000,1785876417526000000,0
jps.save.changed.project.entities.ms,1785876357514000000,1785876417526000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1785876357514000000,1785876417526000000,0
workspaceModel.global.apply.state.to.project.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1785876357514000000,1785876417526000000,0
jps.facet.change.listener.process.change.events.ms,1785876357514000000,1785876417526000000,0
jps.global.handle.before.change.events.ms,1785876357514000000,1785876417526000000,0
jps.global.initialize.library.bridges.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1785876357514000000,1785876417526000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1785876357514000000,1785876417526000000,0
workspaceModel.global.updates.count,1785876357514000000,1785876417526000000,0
jps.load.initial.state.ms,1785876357514000000,1785876417526000000,10
workspaceModel.mutableEntityStorage.collect.changes.ms,1785876357514000000,1785876417526000000,0
jps.global.get.library.by.name.ms,1785876357514000000,1785876417526000000,0
jps.global.get.library.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1785876357514000000,1785876417526000000,3
workspaceModel.load.cache.from.file.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1785876357514000000,1785876417526000000,0
jps.app.storage.content.reader.load.component.ms,1785876357514000000,1785876417526000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1785876357514000000,1785876417526000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.instances.count,1785876357514000000,1785876417526000000,25
jps.apply.loaded.storage.ms,1785876357514000000,1785876417526000000,27
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1785876357514000000,1785876417526000000,0
jps.reload.project.entities.ms,1785876357514000000,1785876417526000000,0
workspaceModel.do.save.caches.ms,1785876357514000000,1785876417526000000,33
workspaceModel.orphan.listener.update.ms,1785876357514000000,1785876417526000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1785876357514000000,1785876417526000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1785876357514000000,1785876417526000000,0
jps.project.serializers.save.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.entities.ms,1785876357514000000,1785876417526000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1785876357514000000,1785876417526000000,0
jps.library.entities.serializer.save.entities.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1785876357514000000,1785876417526000000,2
jps.facet.change.listener.init.bridge.ms,1785876357514000000,1785876417526000000,0
workspaceModel.global.updates.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1785876357514000000,1785876417526000000,0
jps.load.project.to.empty.storage.ms,1785876357514000000,1785876417526000000,40
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1785876357514000000,1785876417526000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1785876357514000000,1785876417526000000,0
jps.library.entities.serializer.load.entities.ms,1785876357514000000,1785876417526000000,1
workspaceModel.load.cache.metadata.from.file.ms,1785876357514000000,1785876417526000000,0
jps.global.handle.changed.events.ms,1785876357514000000,1785876417526000000,0
jps.artifact.entities.serializer.save.entities.ms,1785876357514000000,1785876417526000000,0
JVM.totalCpuTimeMs,1785876357514000000,1785876417526000000,34620
JVM.totalDirectByteBuffersBytes,1785876357514000000,1785876417526000000,630378497
JVM.totalTimeAtSafepointsMs,1785876357514000000,1785876417526000000,164
JVM.GC.collectionTimesMs,1785876357514000000,1785876417526000000,160
JVM.usedNativeBytes,1785876357514000000,1785876417526000000,368148360
MEM.fileMappingsRamBytes,1785876357514000000,1785876417526000000,602546176
JVM.totalTimeToSafepointsMs,1785876357514000000,1785876417526000000,19
JVM.committedHeapBytes,1785876357514000000,1785876417526000000,571473920
MEM.ramBytes,1785876357514000000,1785876417526000000,2321088512
MEM.ramPlusSwapMinusFileMappingsBytes,1785876357514000000,1785876417526000000,1718165504
JVM.GC.collections,1785876357514000000,1785876417526000000,47
JVM.maxHeapBytes,1785876357514000000,1785876417526000000,2147483648
JVM.totalSafepointCount,1785876357514000000,1785876417526000000,131
JVM.threadCount,1785876357514000000,1785876417526000000,126
OS.loadAverage,1785876357514000000,1785876417526000000,0.982421875
JVM.maxThreadCount,1785876357514000000,1785876417526000000,128
MEM.ramMinusFileMappingsBytes,1785876357514000000,1785876417526000000,1718165504
JVM.totalBytesAllocated,1785876357514000000,1785876417526000000,2713982552
JVM.usedHeapBytes,1785876357514000000,1785876417526000000,480497720
JVM.newThreadsCount,1785876357514000000,1785876417526000000,164
writeAction.wait.ms,1785876357514000000,1785876417526000000,25
DiskQueryRelay.tasksRequested,1785876357514000000,1785876417526000000,3320
DiskQueryRelay.taskWaitingTotalTimeUs,1785876357514000000,1785876417526000000,389631
DiskQueryRelay.taskExecutionTotalTimeUs,1785876357514000000,1785876417526000000,237489
writeAction.count,1785876357514000000,1785876417526000000,8
writeAction.median.wait.ms,1785876357514000000,1785876417526000000,0
DiskQueryRelay.tasksExecuted,1785876357514000000,1785876417526000000,3318
writeAction.max.wait.ms,1785876357514000000,1785876417526000000,13
FileChannelInterruptsRetryer.totalRetriedAttempts,1785876357514000000,1785876417526000000,0
FilePageCache.capacityInBytes,1785876357514000000,1785876417526000000,629145600
DirectByteBufferAllocator.reclaimed,1785876357514000000,1785876417526000000,49
FilePageCache.maxCacheSizeInBytes,1785876357514000000,1785876417526000000,629153792
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1785876357514000000,1785876417526000000,62689
MappedFileStorage.totalBytesMapped,1785876357514000000,1785876417526000000,241434624
MappedFileStorage.totalPagesMapped,1785876357514000000,1785876417526000000,11
FilePageCache.totalPageStoresUs,1785876357514000000,1785876417526000000,14236
DirectByteBufferAllocator.misses,1785876357514000000,1785876417526000000,603
FilePageCache.WAL.entriesFlushedOnForce,1785876357514000000,1785876417526000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1785876357514000000,1785876417526000000,43
FilePageCache.totalPageDisposalsUs,1785876357514000000,1785876417526000000,733
StorageLockContext.competingThreads.avg,1785876357514000000,1785876417526000000,0.0
FilePageCache.WAL.entriesFlushedOnRead,1785876357514000000,1785876417526000000,0
DirectByteBufferAllocator.disposed,1785876357514000000,1785876417526000000,0
FilePageCache.WAL.bytesQueued,1785876357514000000,1785876417526000000,524416
FilePageCache.pageLoads,1785876357514000000,1785876417526000000,606
FilePageCache.WAL.entriesFlushed,1785876357514000000,1785876417526000000,256
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1785876357514000000,1785876417526000000,199551
FilePageCache.pageFastCacheHits,1785876357514000000,1785876417526000000,28538
StreamlinedBlobStorage.recordsAllocated,1785876357514000000,1785876417526000000,2522
MappedFileStorage.totalTimeSpentOnMappingUs,1785876357514000000,1785876417526000000,86123
FilePageCache.WAL.flushesForcedByOverflow,1785876357514000000,1785876417526000000,0
StorageLockContext.competingThreads.max,1785876357514000000,1785876417526000000,0
FilePageCache.uncachedFileAccess,1785876357514000000,1785876417526000000,1848
FilePageCache.totalPageLoadsUs,1785876357514000000,1785876417526000000,318522
DirectByteBufferAllocator.hits,1785876357514000000,1785876417526000000,46
FilePageCache.WAL.entriesFlushedOnClose,1785876357514000000,1785876417526000000,0
FilePageCache.pageHits,1785876357514000000,1785876417526000000,0
FilePageCache.totalBytesStored,1785876357514000000,1785876417526000000,1307728
FilePageCache.WAL.entriesFlushedOnTruncate,1785876357514000000,1785876417526000000,0
FilePageCache.maxRegisteredFiles,1785876357514000000,1785876417526000000,1769
FilePageCache.WAL.bytesCopiedByApplyUnfinished,1785876357514000000,1785876417526000000,0
FilePageCache.disposedBuffers,1785876357514000000,1785876417526000000,49
MappedFileStorage.storages,1785876357514000000,1785876417526000000,11
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1785876357514000000,1785876417526000000,2105344
StreamlinedBlobStorage.recordsRelocated,1785876357514000000,1785876417526000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1785876357514000000,1785876417526000000,630210560
StreamlinedBlobStorage.recordsDeleted,1785876357514000000,1785876417526000000,2
StorageLockContext.competingThreads.90P,1785876357514000000,1785876417526000000,0
AWTEventQueue.eventsDispatched,1785876357514000000,1785876417526000000,0
AWTEventQueue.dispatchTimeTotalNS,1785876357514000000,1785876417526000000,6116730627
AWTEventQueue.dispatchTimeMaxNs,1785876357514000000,1785876417526000000,0
FlushQueue.executionTime90PNs,1785876357514000000,1785876417526000000,0
NonBlockingReadAction.failedExecutionTimeUs,1785876357514000000,1785876417526000000,147575
ReadAction.executionsCount,1785876357514000000,1785876417526000000,839
AWTEventQueue.dispatchTimeAvgNs,1785876357514000000,1785876417526000000,0.0
FlushQueue.queueSizeAvg,1785876357514000000,1785876417526000000,0.0
FlushQueue.tasksExecuted,1785876357514000000,1785876417526000000,0
FlushQueue.waitingTime90PNs,1785876357514000000,1785876417526000000,0
FlushQueue.executionTimeAvgNs,1785876357514000000,1785876417526000000,0.0
FlushQueue.queueSizeMax,1785876357514000000,1785876417526000000,0
FlushQueue.waitingTimeMaxNs,1785876357514000000,1785876417526000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1785876357514000000,1785876417526000000,13749
WriteAction.executionsCount,1785876357514000000,1785876417526000000,8
NonBlockingReadAction.failedExecutionsCount,1785876357514000000,1785876417526000000,2
FlushQueue.queueSize90P,1785876357514000000,1785876417526000000,0
FlushQueue.waitingTimeAvgNs,1785876357514000000,1785876417526000000,0.0
FlushQueue.executionTimeMaxNs,1785876357514000000,1785876417526000000,0
NonBlockingReadAction.finalizedExecutionsCount,1785876357514000000,1785876417526000000,11
AWTEventQueue.dispatchTime90PNs,1785876357514000000,1785876417526000000,0
Indexes.allKeys.lookups,1785876417526000000,1785876477520000000,2
Indexes.stubs.lookupDurationMaxMs,1785876417526000000,1785876477520000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1785876417526000000,1785876477520000000,126
Indexing.cache.totalCacheMisses,1785876417526000000,1785876477520000000,19738
Indexes.stubs.lookupDuration90PMs,1785876417526000000,1785876477520000000,0.0
Indexes.allKeys.lookupDuration90PMs,1785876417526000000,1785876477520000000,0.0
Indexes.entries.lookupDurationAvgMs,1785876417526000000,1785876477520000000,0.0
Indexing.writesQueuedMin,1785876417526000000,1785876477520000000,9223372036854775807
Indexing.writer_3.totalTimeSpentWritingMs,1785876417526000000,1785876477520000000,308
Indexes.entries.lookups,1785876417526000000,1785876477520000000,6
Indexing.cache.totalCacheEvicted,1785876417526000000,1785876477520000000,19725
Indexes.stubs.lookups,1785876417526000000,1785876477520000000,21
Indexing.totalTimeIndexersSleptMs,1785876417526000000,1785876477520000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1785876417526000000,1785876477520000000,252
Indexing.writer_1.totalTimeSpentWritingMs,1785876417526000000,1785876477520000000,279
Indexes.entries.lookupDuration90PMs,1785876417526000000,1785876477520000000,0.0
Indexing.cache.totalCacheAccesses,1785876417526000000,1785876477520000000,121556
Indexing.writesQueuedMax,1785876417526000000,1785876477520000000,0
Indexes.entries.lookupDurationMaxMs,1785876417526000000,1785876477520000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1785876417526000000,1785876477520000000,0.0
Indexes.stubs.lookupDurationAvgMs,1785876417526000000,1785876477520000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1785876417526000000,1785876477520000000,0.0
VFS.contentStorage.recordsUncompressedSize,1785876417526000000,1785876477520000000,31
VFS.ContentWriter.totalTimeSpentOnSyncOperationsUs,1785876417526000000,1785876477520000000,0
VFS.cache.filesCreated,1785876417526000000,1785876477520000000,978
VFS.contentStorage.recordsStored,1785876417526000000,1785876477520000000,1
VFS.cache.directoriesCreated,1785876417526000000,1785876477520000000,15
VFS.ContentWriter.totalTasksExecutedAsync,1785876417526000000,1785876477520000000,0
VFS.contentStorage.recordsStoredCompressed,1785876417526000000,1785876477520000000,0
VFS.ContentWriter.totalTasksExecutedSync,1785876417526000000,1785876477520000000,0
FileNameCache.queries,1785876417526000000,1785876477520000000,24064
VFS.cache.segmentsCreated,1785876417526000000,1785876477520000000,0
FileNameCache.totalMisses,1785876417526000000,1785876477520000000,0
VFS.cache.segments,1785876417526000000,1785876477520000000,88
VFS.contentStorage.recordsDeduplicated,1785876417526000000,1785876477520000000,0
VFS.ContentWriter.totalFlushes,1785876417526000000,1785876477520000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1785876417526000000,1785876477520000000,0
VFS.contentStorage.recordsReadDecompressed,1785876417526000000,1785876477520000000,0
VFS.invertedFileNameIndex.requests,1785876417526000000,1785876477520000000,1
VFS.folderCaseSensitivityReads,1785876417526000000,1785876477520000000,2
VFS.contentStorage.recordsStoredSize,1785876417526000000,1785876477520000000,31
VFS.ContentWriter.totalTimeSpentOnAsyncOperationsUs,1785876417526000000,1785876477520000000,0
VFS.contentStorage.recordsRead,1785876417526000000,1785876477520000000,5
VFS.rootsCount,1785876417526000000,1785876477520000000,63.0
VFS.contentStorage.recordsReadSize,1785876417526000000,1785876477520000000,4553
VFS.fileChildByName,1785876417526000000,1785876477520000000,2344
VFS.fileByIdCache.misses,1785876417526000000,1785876477520000000,119
VFS.fileByIdCache.hits,1785876417526000000,1785876477520000000,0
workspaceModel.on.before.changed.ms,1785876417526000000,1785876477520000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.instances.count,1785876417526000000,1785876477520000000,0
workspaceModel.update.unloaded.entities.ms,1785876417526000000,1785876477520000000,0
workspaceModel.cachedValue.from.cache.count,1785876417526000000,1785876477520000000,22
workspaceModel.full.replace.project.model.ms,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.init.ms,1785876417526000000,1785876477520000000,0
workspaceModel.updates.count,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1785876417526000000,1785876477520000000,4
workspaceModel.workspaceFileIndexData.getPackageName.ms,1785876417526000000,1785876477520000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1785876417526000000,1785876477520000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1785876417526000000,1785876477520000000,0
workspaceModel.to.snapshot.ms,1785876417526000000,1785876477520000000,0
workspaceModel.cachedValue.total.get.count,1785876417526000000,1785876477520000000,24
workspaceModel.on.changed.ms,1785876417526000000,1785876477520000000,0
workspaceModel.non.incremental.contributors.exclude.roots.computation.time.ms,1785876417526000000,1785876477520000000,0
workspaceModel.updates.ms,1785876417526000000,1785876477520000000,0
workspaceModel.cachedValue.clear.count,1785876417526000000,1785876477520000000,0
workspaceModel.cachedValueWithParameters.clear.count,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1785876417526000000,1785876477520000000,0
workspaceModel.collect.changes.ms,1785876417526000000,1785876477520000000,0
workspaceModel.non.incremental.contributors.total.update.time.ms,1785876417526000000,1785876477520000000,0
workspaceModel.replace.project.model.ms,1785876417526000000,1785876477520000000,0
workspaceModel.updates.precise.ms,1785876417526000000,1785876477520000000,0
workspaceModel.non.incremental.contributors.file.sets.computation.time.ms,1785876417526000000,1785876477520000000,0
workspaceModel.init.bridges.ms,1785876417526000000,1785876477520000000,0
workspaceModel.initializing.ms,1785876417526000000,1785876477520000000,0
workspaceModel.check.recursive.update.ms,1785876417526000000,1785876477520000000,0
workspaceModel.cachedValue.calculated.count,1785876417526000000,1785876477520000000,2
workspaceModel.loading.from.cache.ms,1785876417526000000,1785876477520000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1785876417526000000,1785876477520000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1785876417526000000,1785876477520000000,0
workspaceModel.pre.handlers.ms,1785876417526000000,1785876477520000000,0
workspaceModel.loading.total.ms,1785876417526000000,1785876477520000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1785876417526000000,1785876477520000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1785876417526000000,1785876477520000000,0
compiler.ArtifactManagerBridge.commit.ms,1785876417526000000,1785876477520000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1785876417526000000,1785876477520000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1785876417526000000,1785876477520000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1785876417526000000,1785876477520000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1785876417526000000,1785876477520000000,0
cacheStateStorage.get.duration,1785876417526000000,1785876477520000000,29
cacheStateStorage.set.counter,1785876417526000000,1785876477520000000,14
cacheStateStorage.get.counter,1785876417526000000,1785876477520000000,4
cacheStateStorage.set.duration,1785876417526000000,1785876477520000000,3
jps.artifact.entities.serializer.load.entities.ms,1785876417526000000,1785876477520000000,0
jps.global.initialize.library.bridges.after.loading.ms,1785876417526000000,1785876477520000000,0
jps.storage.jps.conf.reader.load.component.ms,1785876417526000000,1785876477520000000,0
jps.project.serializers.load.ms,1785876417526000000,1785876477520000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1785876417526000000,1785876477520000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1785876417526000000,1785876477520000000,0
workspaceModel.sync.entities.ms,1785876417526000000,1785876477520000000,0
